订单ID,下单时间,城区,小区,服务类型,服务等级,服务时长,订单金额,客户评分,订单来源
NN20250424000679,2025-04-24 13:20,西乡塘,人和莱茵鹭湖,深度清洁,新手,5.0,303,4.4,美团
NN20250403000680,2025-04-03 19:24,西乡塘,大嘉汇尚悦,日常保洁,新手,3.5,155,3.8,58到家
NN20250421000681,2025-04-21 13:16,良庆,南宁恒大名都,开荒保洁,新手,4.5,390,3.4,美团
NN20250411000682,2025-04-11 08:13,良庆,龙光玖珑湖,日常保洁,新手,4.5,213,4.4,美团
NN20250426000683,2025-04-26 12:34,兴宁,龙基传媒星城,深度清洁,熟练,7.5,530,4.6,58到家
NN20250416000684,2025-04-16 17:04,兴宁,瀚林山水源,开荒保洁,新手,4.0,309,3.5,小程序
NN20250420000685,2025-04-20 12:08,兴宁,盛天东郡,家电清洗,金牌,2.5,338,4.9,小程序
NN20250413000686,2025-04-13 13:43,江南,绿港阳光城,开荒保洁,金牌,9.0,1568,3.4,小程序
NN20250408000687,2025-04-08 14:27,青秀,中房翡翠园,深度清洁,新手,5.0,323,4.4,美团
NN20250413000688,2025-04-13 09:22,邕宁,世茂茂御府,家电清洗,熟练,3.0,282,4.6,电话
NN20250412000689,2025-04-12 11:03,青秀,华润幸福里,开荒保洁,熟练,6.5,864,4.0,小程序
NN20250405000690,2025-04-05 11:57,青秀,山水方园,深度清洁,新手,5.5,368,4.2,APP
NN20250406000691,2025-04-06 18:09,西乡塘,大唐天城,深度清洁,金牌,5.5,445,4.4,APP
NN20250424000692,2025-04-24 11:25,兴宁,恒大华府,日常保洁,新手,4.0,182,4.4,小程序
NN20250420000693,2025-04-20 17:32,青秀,维也纳森林,开荒保洁,熟练,4.0,539,3.4,APP
NN20250409000694,2025-04-09 08:39,青秀,龙光君御华府,开荒保洁,金牌,9.0,1667,4.1,美团
NN20250413000695,2025-04-13 15:14,兴宁,中海国际社区,日常保洁,新手,3.5,150,4.5,美团
NN20250406000696,2025-04-06 17:59,邕宁,南宁宝能城市广场,深度清洁,熟练,5.5,451,4.3,APP
NN20250401000697,2025-04-01 16:25,青秀,莱茵湖畔,家电清洗,金牌,2.5,407,5.0,58到家
NN20250427000698,2025-04-27 10:41,江南,风格雨林,开荒保洁,熟练,8.0,849,3.9,美团
NN20250405000699,2025-04-05 15:09,青秀,中房翡翠园,日常保洁,熟练,6.0,337,3.8,58到家
NN20250419000700,2025-04-19 16:21,武鸣,红岭小区,家电清洗,熟练,2.5,362,4.3,58到家
NN20250425000701,2025-04-25 17:04,武鸣,武鸣碧桂园,家电清洗,熟练,1.5,164,4.0,美团
NN20250426000702,2025-04-26 18:06,邕宁,龙光玖珑湾,深度清洁,新手,4.0,278,4.6,美团
NN20250405000703,2025-04-05 14:12,青秀,凤岭春天,深度清洁,新手,5.5,361,4.1,美团
NN20250421000704,2025-04-21 09:51,西乡塘,昌泰清华园,深度清洁,熟练,6.5,496,3.8,小程序
NN20250408000705,2025-04-08 12:28,青秀,凤岭春天,深度清洁,新手,6.0,416,3.9,小程序
NN20250406000706,2025-04-06 08:19,良庆,华润二十四城,深度清洁,新手,5.0,341,4.2,电话
NN20250408000707,2025-04-08 09:44,江南,盛天领域,深度清洁,金牌,8.0,717,4.3,58到家
NN20250415000708,2025-04-15 18:05,西乡塘,正恒国际广场,深度清洁,金牌,6.5,587,4.3,美团
NN20250416000709,2025-04-16 14:34,江南,绿港阳光城,深度清洁,熟练,6.0,439,4.2,小程序
NN20250423000710,2025-04-23 08:11,武鸣,万隆国际,深度清洁,熟练,6.5,297,3.5,美团
NN20250421000711,2025-04-21 16:05,良庆,龙光玖珑湖,日常保洁,熟练,3.5,187,4.4,美团
NN20250417000712,2025-04-17 14:07,兴宁,金源城,深度清洁,新手,4.0,238,4.2,58到家
NN20250409000713,2025-04-09 11:14,江南,龙光普罗旺斯,深度清洁,熟练,7.0,489,4.1,58到家
NN20250414000714,2025-04-14 17:48,邕宁,合景天峻广场,家电清洗,新手,2.0,117,3.8,APP
NN20250401000715,2025-04-01 18:43,良庆,港保苑,日常保洁,熟练,3.5,180,4.1,美团
NN20250425000716,2025-04-25 09:41,良庆,港保苑,深度清洁,金牌,6.0,580,3.9,电话
NN20250409000717,2025-04-09 15:16,青秀,山水方园,家电清洗,新手,1.5,118,4.2,美团
NN20250413000718,2025-04-13 14:07,良庆,万科魅力之城,深度清洁,熟练,7.5,560,4.2,小程序
NN20250428000719,2025-04-28 14:30,良庆,合景天汇广场,深度清洁,金牌,6.5,615,4.6,美团
NN20250420000720,2025-04-20 11:26,西乡塘,大嘉汇尚悦,日常保洁,新手,4.0,176,3.9,美团
NN20250405000721,2025-04-05 14:31,江南,汇东星城,日常保洁,熟练,5.0,254,4.5,美团
NN20250408000722,2025-04-08 16:23,江南,风格雨林,开荒保洁,新手,4.0,306,3.7,电话
NN20250423000723,2025-04-23 14:12,良庆,龙光玖珑湖,深度清洁,新手,4.5,281,4.3,APP
NN20250420000724,2025-04-20 13:12,西乡塘,瀚林华府,开荒保洁,熟练,6.5,732,4.8,小程序
NN20250418000725,2025-04-18 14:15,兴宁,奥园园著,深度清洁,熟练,7.0,509,4.6,58到家
NN20250423000726,2025-04-23 17:19,邕宁,中铁交通天地明珠,日常保洁,新手,3.5,158,4.6,美团
NN20250428000727,2025-04-28 08:37,良庆,阳光新城,日常保洁,熟练,6.0,330,4.0,美团
NN20250422000728,2025-04-22 19:31,西乡塘,联发西棠,家电清洗,新手,1.5,106,4.0,58到家
NN20250426000729,2025-04-26 18:56,江南,昌泰鑫金绿洲,深度清洁,新手,5.0,303,4.3,58到家
NN20250404000730,2025-04-04 17:54,良庆,港保苑,日常保洁,新手,5.0,238,3.0,58到家
NN20250404000731,2025-04-04 19:47,青秀,荣和大地,深度清洁,熟练,4.5,380,3.8,APP
NN20250401000732,2025-04-01 10:37,西乡塘,大嘉汇尚悦,日常保洁,新手,3.5,157,3.5,APP
NN20250412000733,2025-04-12 13:20,青秀,凤岭春天,深度清洁,熟练,4.0,339,4.1,电话
NN20250413000734,2025-04-13 12:18,青秀,龙光君御华府,深度清洁,金牌,7.0,718,3.9,小程序
NN20250429000735,2025-04-29 19:55,良庆,恒大绿洲,深度清洁,新手,5.0,333,4.1,APP
NN20250404000736,2025-04-04 14:50,青秀,塞纳维拉花园,开荒保洁,金牌,6.5,1247,4.5,美团
NN20250427000737,2025-04-27 15:07,江南,绿港阳光城,深度清洁,金牌,4.5,399,3.9,小程序
NN20250408000738,2025-04-08 09:33,武鸣,九个半岛,家电清洗,新手,1.0,138,3.8,美团
NN20250430000739,2025-04-30 08:09,武鸣,标营新区,家电清洗,金牌,5.0,673,4.7,电话
NN20250426000740,2025-04-26 17:56,良庆,合景天汇广场,深度清洁,新手,3.0,186,4.8,小程序
NN20250410000741,2025-04-10 15:44,青秀,龙光君御华府,日常保洁,熟练,3.5,210,3.7,小程序
NN20250412000742,2025-04-12 17:04,良庆,天誉花园,深度清洁,熟练,4.0,305,3.2,小程序
NN20250405000743,2025-04-05 14:39,青秀,万达公馆,日常保洁,熟练,5.5,298,4.2,58到家
NN20250417000744,2025-04-17 10:28,良庆,合景天汇广场,开荒保洁,新手,5.0,433,4.5,小程序
NN20250413000745,2025-04-13 17:45,青秀,万正鸣翠谷,日常保洁,新手,3.5,166,3.5,小程序
NN20250423000746,2025-04-23 18:23,西乡塘,正恒国际广场,开荒保洁,新手,5.0,349,3.5,美团
NN20250426000747,2025-04-26 19:35,邕宁,大唐盛世,深度清洁,新手,3.5,236,4.5,58到家
NN20250409000748,2025-04-09 19:57,西乡塘,大唐天城,深度清洁,金牌,5.0,396,4.3,美团
NN20250408000749,2025-04-08 18:31,青秀,山水方园,日常保洁,金牌,5.5,353,3.0,小程序
NN20250429000750,2025-04-29 09:09,江南,保利城,深度清洁,熟练,5.5,423,4.4,小程序
NN20250423000751,2025-04-23 08:50,青秀,万达公馆,日常保洁,熟练,4.5,263,3.9,美团
NN20250428000752,2025-04-28 11:13,良庆,南宁恒大名都,家电清洗,新手,2.0,115,4.4,58到家
NN20250406000753,2025-04-06 17:59,西乡塘,昌泰清华园,日常保洁,熟练,5.5,259,4.3,美团
NN20250428000754,2025-04-28 11:48,江南,南宁奥园,家电清洗,新手,3.0,225,4.4,APP
NN20250414000755,2025-04-14 12:31,江南,昌泰鑫金绿洲,日常保洁,熟练,4.5,209,3.7,美团
NN20250413000756,2025-04-13 19:49,西乡塘,正恒国际广场,深度清洁,熟练,6.5,459,4.8,美团
NN20250411000757,2025-04-11 14:32,江南,汇东星城,家电清洗,熟练,3.0,280,4.9,美团
NN20250423000758,2025-04-23 14:26,邕宁,万丰新新传说,日常保洁,金牌,3.5,213,4.4,小程序
NN20250405000759,2025-04-05 13:00,邕宁,世茂茂御府,日常保洁,新手,3.5,161,4.7,APP
NN20250422000760,2025-04-22 19:18,良庆,阳光新城,家电清洗,新手,2.0,113,4.2,电话
NN20250428000761,2025-04-28 12:32,江南,昌泰鑫金绿洲,家电清洗,新手,1.0,109,4.0,电话
NN20250408000762,2025-04-08 19:34,良庆,融创九棠府,深度清洁,熟练,6.5,523,3.7,小程序
NN20250420000763,2025-04-20 09:27,西乡塘,龙光水悦龙湾,家电清洗,熟练,3.0,269,4.0,美团
NN20250405000764,2025-04-05 17:44,青秀,万正鸣翠谷,日常保洁,熟练,4.5,268,3.7,美团
NN20250420000765,2025-04-20 11:27,邕宁,中铁交通天地明珠,深度清洁,熟练,5.0,426,4.1,58到家
NN20250421000766,2025-04-21 15:57,西乡塘,正恒国际广场,日常保洁,熟练,4.5,234,4.1,美团
NN20250410000767,2025-04-10 13:38,兴宁,盛天东郡,日常保洁,新手,4.5,208,4.4,APP
NN20250414000768,2025-04-14 13:17,江南,保利城,深度清洁,新手,4.0,247,4.5,58到家
NN20250429000769,2025-04-29 09:38,青秀,盛天茗城,深度清洁,金牌,7.0,730,4.4,电话
NN20250413000770,2025-04-13 08:54,西乡塘,骋望麓涛,家电清洗,新手,1.5,104,3.7,美团
NN20250409000771,2025-04-09 16:13,良庆,南宁恒大名都,日常保洁,熟练,5.5,304,4.6,美团
NN20250420000772,2025-04-20 10:26,西乡塘,骋望麓涛,开荒保洁,熟练,7.5,855,4.2,58到家
NN20250417000773,2025-04-17 18:11,江南,盛天领域,深度清洁,新手,5.5,337,4.5,美团
NN20250419000774,2025-04-19 14:37,青秀,山水方园,深度清洁,熟练,6.5,571,3.9,小程序
NN20250422000775,2025-04-22 14:12,青秀,万达公馆,深度清洁,熟练,7.0,591,4.1,美团
NN20250417000776,2025-04-17 15:55,青秀,万正鸣翠谷,深度清洁,熟练,6.5,344,2.1,小程序
NN20250408000777,2025-04-08 11:50,江南,金湾花城,家电清洗,新手,1.0,102,3.6,美团
NN20250429000778,2025-04-29 09:09,江南,保利城,开荒保洁,新手,4.5,350,4.2,小程序
NN20250417000779,2025-04-17 19:04,青秀,华润幸福里,深度清洁,熟练,4.5,395,3.7,58到家
NN20250428000780,2025-04-28 13:07,西乡塘,大唐天城,开荒保洁,新手,5.5,417,3.7,58到家
NN20250402000781,2025-04-02 12:09,西乡塘,瀚林华府,家电清洗,新手,2.5,216,4.0,小程序
NN20250402000782,2025-04-02 19:07,江南,融晟公园大地,家电清洗,新手,2.0,103,4.4,美团
NN20250429000783,2025-04-29 08:53,良庆,融创九棠府,深度清洁,新手,5.0,336,4.4,58到家
NN20250408000784,2025-04-08 14:32,青秀,华润幸福里,日常保洁,新手,3.5,187,3.8,小程序
NN20250418000785,2025-04-18 13:18,良庆,恒大绿洲,日常保洁,新手,3.0,138,4.3,小程序
NN20250415000786,2025-04-15 18:24,江南,金湾花城,深度清洁,新手,4.5,255,3.9,小程序
NN20250411000787,2025-04-11 08:40,邕宁,中铁交通天地明珠,日常保洁,熟练,4.5,254,4.0,电话
NN20250427000788,2025-04-27 16:18,江南,昌泰鑫金绿洲,家电清洗,新手,3.0,215,4.7,小程序
NN20250427000789,2025-04-27 10:42,邕宁,阳光城丽景湾,日常保洁,金牌,6.0,381,4.0,58到家
NN20250401000790,2025-04-01 12:52,良庆,恒大绿洲,家电清洗,新手,2.5,229,4.3,58到家
NN20250410000791,2025-04-10 19:20,青秀,华润幸福里,开荒保洁,熟练,6.5,828,4.6,58到家
NN20250429000792,2025-04-29 08:16,青秀,保利21世家,深度清洁,熟练,4.5,361,3.8,小程序
NN20250414000793,2025-04-14 19:38,西乡塘,联发西棠,日常保洁,熟练,4.5,224,4.9,电话
NN20250405000794,2025-04-05 10:16,青秀,万达公馆,家电清洗,新手,1.5,123,4.2,美团
NN20250405000795,2025-04-05 10:14,武鸣,九个半岛,深度清洁,新手,3.0,224,4.3,美团
NN20250414000796,2025-04-14 11:10,青秀,维也纳森林,家电清洗,熟练,4.0,503,4.2,美团
NN20250412000797,2025-04-12 13:43,武鸣,恒泰丽园,家电清洗,新手,1.0,135,4.1,APP
NN20250402000798,2025-04-02 16:33,良庆,碧水天和,深度清洁,熟练,6.0,493,4.1,美团
NN20250404000799,2025-04-04 17:39,良庆,碧水天和,日常保洁,熟练,3.5,183,4.4,小程序
NN20250419000800,2025-04-19 13:21,青秀,莱茵湖畔,日常保洁,熟练,5.0,298,4.7,58到家
NN20250409000801,2025-04-09 08:53,武鸣,标营新区,深度清洁,熟练,7.5,725,4.6,APP
NN20250422000802,2025-04-22 19:48,江南,盛天领域,深度清洁,新手,3.5,215,4.3,小程序
NN20250425000803,2025-04-25 10:19,良庆,碧水天和,日常保洁,新手,4.0,203,3.8,美团
NN20250418000804,2025-04-18 17:27,武鸣,红岭小区,日常保洁,新手,5.0,286,4.4,小程序
NN20250406000805,2025-04-06 12:41,西乡塘,人和莱茵鹭湖,家电清洗,熟练,3.0,259,4.2,美团
NN20250425000806,2025-04-25 17:29,江南,昌泰鑫金绿洲,日常保洁,熟练,5.5,292,4.2,APP
NN20250405000807,2025-04-05 15:28,良庆,恒大绿洲,深度清洁,新手,3.5,242,4.3,58到家
NN20250428000808,2025-04-28 14:48,江南,保利城,深度清洁,熟练,8.0,620,4.1,美团
NN20250426000809,2025-04-26 18:52,兴宁,恒大华府,日常保洁,熟练,5.5,264,4.5,美团
NN20250418000810,2025-04-18 10:12,良庆,港保苑,家电清洗,新手,1.5,120,4.8,电话
NN20250407000811,2025-04-07 19:05,青秀,龙光君御华府,日常保洁,熟练,4.0,229,4.4,美团
NN20250428000812,2025-04-28 10:36,青秀,莱茵湖畔,家电清洗,新手,2.5,251,4.3,美团
NN20250420000813,2025-04-20 09:19,良庆,南宁恒大名都,深度清洁,熟练,5.0,427,4.7,电话
NN20250415000814,2025-04-15 10:16,江南,保利城,家电清洗,新手,2.0,109,5.0,58到家
NN20250421000815,2025-04-21 15:37,青秀,山水方园,日常保洁,金牌,5.5,346,3.8,APP
NN20250409000816,2025-04-09 10:23,良庆,港保苑,深度清洁,熟练,5.0,375,4.7,APP
NN20250430000817,2025-04-30 14:02,西乡塘,龙光水悦龙湾,日常保洁,熟练,4.5,239,4.3,美团
NN20250411000818,2025-04-11 11:56,邕宁,合景天峻广场,深度清洁,熟练,6.5,551,4.5,58到家
NN20250409000819,2025-04-09 08:05,良庆,融创九棠府,深度清洁,熟练,6.5,539,3.5,小程序
NN20250417000820,2025-04-17 11:21,江南,金湾花城,家电清洗,熟练,4.0,408,4.1,58到家
NN20250415000821,2025-04-15 13:48,西乡塘,昌泰清华园,深度清洁,熟练,6.0,308,2.5,小程序
NN20250402000822,2025-04-02 19:49,邕宁,龙光玖珑湾,深度清洁,熟练,5.5,424,3.8,电话
NN20250417000823,2025-04-17 13:03,兴宁,中海国际社区,深度清洁,熟练,5.5,416,4.3,电话
NN20250404000824,2025-04-04 13:33,青秀,香格里拉花园,深度清洁,熟练,6.5,574,4.7,小程序
NN20250404000825,2025-04-04 17:57,青秀,维也纳森林,家电清洗,熟练,1.5,163,4.0,小程序
NN20250415000826,2025-04-15 09:01,邕宁,世茂茂御府,开荒保洁,熟练,7.5,946,4.1,美团
NN20250425000827,2025-04-25 16:54,江南,保利城,深度清洁,新手,4.5,260,4.5,美团
NN20250426000828,2025-04-26 09:39,武鸣,恒泰丽园,开荒保洁,熟练,4.5,594,4.2,58到家
NN20250401000829,2025-04-01 14:36,兴宁,保利山渐青,日常保洁,熟练,4.5,228,3.5,美团
NN20250429000830,2025-04-29 08:48,青秀,蓝山上城,深度清洁,熟练,4.5,363,4.4,APP
NN20250418000831,2025-04-18 15:30,兴宁,保利山渐青,深度清洁,金牌,4.5,378,4.1,小程序
NN20250410000832,2025-04-10 14:59,青秀,荣和大地,日常保洁,熟练,5.0,285,4.2,美团
NN20250423000833,2025-04-23 15:03,青秀,盛天茗城,日常保洁,熟练,4.0,238,4.4,美团
NN20250411000834,2025-04-11 11:51,江南,龙光普罗旺斯,深度清洁,金牌,4.5,405,4.3,APP
NN20250404000835,2025-04-04 10:44,良庆,万科魅力之城,家电清洗,新手,1.0,121,5.0,美团
NN20250418000836,2025-04-18 09:46,良庆,万科魅力之城,开荒保洁,新手,5.5,480,4.4,58到家
NN20250416000837,2025-04-16 09:02,邕宁,中铁交通天地明珠,日常保洁,新手,4.5,225,3.6,58到家
NN20250413000838,2025-04-13 12:49,青秀,维也纳森林,深度清洁,新手,5.0,327,4.0,58到家
NN20250429000839,2025-04-29 15:01,邕宁,世茂茂御府,开荒保洁,新手,5.5,447,4.0,58到家
NN20250406000840,2025-04-06 09:54,江南,绿港阳光城,家电清洗,新手,2.0,104,3.3,58到家
NN20250427000841,2025-04-27 08:56,青秀,华润幸福里,家电清洗,新手,1.5,130,3.7,美团
NN20250417000842,2025-04-17 15:31,武鸣,标营新区,深度清洁,熟练,7.0,645,4.1,小程序
NN20250404000843,2025-04-04 16:26,江南,保利城,日常保洁,新手,4.0,175,4.1,美团
NN20250427000844,2025-04-27 17:27,青秀,蓝山上城,深度清洁,熟练,5.5,455,4.1,APP
NN20250406000845,2025-04-06 19:38,邕宁,南宁宝能城市广场,家电清洗,金牌,4.0,558,3.6,小程序
NN20250420000846,2025-04-20 12:53,武鸣,万隆国际,开荒保洁,新手,4.5,448,4.6,美团
NN20250421000847,2025-04-21 15:07,良庆,绿地国际花都,日常保洁,熟练,5.0,262,4.4,电话
NN20250425000848,2025-04-25 10:51,江南,风格雨林,深度清洁,新手,5.5,332,5.0,美团
NN20250410000849,2025-04-10 17:49,兴宁,金源城,开荒保洁,新手,3.0,237,3.5,美团
NN20250408000850,2025-04-08 14:26,良庆,南宁恒大名都,日常保洁,新手,5.0,230,3.6,电话
NN20250408000851,2025-04-08 12:50,武鸣,标营新区,日常保洁,熟练,3.5,207,4.2,APP
NN20250412000852,2025-04-12 18:23,良庆,融创九棠府,深度清洁,熟练,5.0,410,3.6,小程序
NN20250408000853,2025-04-08 18:29,西乡塘,骋望麓涛,深度清洁,熟练,6.0,464,4.8,美团
NN20250412000854,2025-04-12 16:06,西乡塘,人和莱茵鹭湖,日常保洁,熟练,3.5,165,4.7,58到家
NN20250424000855,2025-04-24 14:21,青秀,山水方园,深度清洁,熟练,7.5,613,4.2,58到家
NN20250425000856,2025-04-25 10:07,邕宁,合景天峻广场,日常保洁,熟练,5.5,284,3.5,小程序
NN20250410000857,2025-04-10 11:00,青秀,凤岭春天,深度清洁,新手,3.0,203,3.8,58到家
NN20250407000858,2025-04-07 16:00,邕宁,世茂茂御府,深度清洁,新手,4.0,262,4.3,小程序
NN20250404000859,2025-04-04 09:19,青秀,蓝山上城,日常保洁,金牌,4.5,305,4.1,APP
NN20250406000860,2025-04-06 12:08,西乡塘,大嘉汇尚悦,开荒保洁,金牌,8.5,863,3.2,美团
NN20250424000861,2025-04-24 11:53,邕宁,中铁交通天地明珠,深度清洁,新手,5.0,339,4.9,小程序
NN20250412000862,2025-04-12 18:30,良庆,碧水天和,开荒保洁,金牌,5.5,999,3.8,小程序
NN20250406000863,2025-04-06 13:52,西乡塘,昌泰清华园,深度清洁,熟练,4.5,248,2.3,美团
NN20250409000864,2025-04-09 10:07,青秀,保利21世家,日常保洁,熟练,3.5,211,4.6,58到家
NN20250419000865,2025-04-19 19:53,西乡塘,瀚林华府,深度清洁,熟练,5.5,175,3.5,电话
NN20250408000866,2025-04-08 17:21,兴宁,奥园园著,日常保洁,金牌,5.0,291,4.8,电话
NN20250428000867,2025-04-28 18:11,邕宁,合景天峻广场,深度清洁,新手,5.5,362,4.1,小程序
NN20250412000868,2025-04-12 15:51,青秀,盛天茗城,家电清洗,新手,2.0,116,4.0,美团
NN20250418000869,2025-04-18 11:26,青秀,莱茵湖畔,家电清洗,新手,1.0,121,3.7,58到家
NN20250403000870,2025-04-03 15:59,青秀,万达公馆,家电清洗,新手,3.0,250,4.0,小程序
NN20250402000871,2025-04-02 13:50,兴宁,恒大华府,家电清洗,新手,2.0,110,4.3,58到家
NN20250425000872,2025-04-25 11:54,青秀,保利21世家,深度清洁,熟练,4.5,378,3.9,小程序
NN20250423000873,2025-04-23 15:35,良庆,融创九棠府,开荒保洁,新手,3.5,295,3.3,APP
NN20250424000874,2025-04-24 13:02,兴宁,金源城,深度清洁,新手,6.0,341,3.8,小程序
NN20250428000875,2025-04-28 19:25,江南,昌泰鑫金绿洲,家电清洗,熟练,3.5,265,4.5,美团
NN20250421000876,2025-04-21 19:34,良庆,天誉花园,日常保洁,新手,4.0,190,4.4,小程序
NN20250423000877,2025-04-23 11:48,武鸣,标营新区,日常保洁,熟练,4.5,296,3.9,美团
NN20250403000878,2025-04-03 11:44,邕宁,大唐盛世,深度清洁,熟练,8.0,600,4.4,小程序
NN20250422000879,2025-04-22 13:17,良庆,万科魅力之城,日常保洁,新手,3.5,173,3.3,APP
NN20250404000880,2025-04-04 18:56,良庆,阳光新城,开荒保洁,熟练,7.5,928,4.3,美团
NN20250425000881,2025-04-25 10:56,良庆,万科魅力之城,深度清洁,新手,5.0,328,4.5,小程序
NN20250402000882,2025-04-02 10:52,邕宁,合景天峻广场,日常保洁,熟练,4.5,263,3.9,小程序
NN20250401000883,2025-04-01 16:59,良庆,龙光玖珑湖,深度清洁,金牌,5.5,523,4.2,58到家
NN20250425000884,2025-04-25 12:31,良庆,恒大绿洲,深度清洁,新手,3.5,143,3.0,小程序
NN20250407000885,2025-04-07 17:27,江南,南宁奥园,家电清洗,熟练,2.5,256,4.2,APP
NN20250417000886,2025-04-17 15:06,良庆,万科魅力之城,深度清洁,熟练,6.5,534,4.2,小程序
NN20250416000887,2025-04-16 09:36,青秀,中房翡翠园,深度清洁,新手,5.5,359,4.1,小程序
